0, 500, 1000, 1500, 2500, 3000, 3500, 4000, 4500, 5000, 5500, 6000, 6500, 7000, 7500, 8000, 8500, 9000, 9500, 10000, 10500, 11000, 11500, 12000, 12500, 13000, 13500, 14000, 14500, 15000, 15500, 16000, 16500, 17000, 17500, 18000, 18500, 19000, 19500, 20000, 20500, 21000, 21500, 22000, 22500, 23000, 23500, 24000, 24500, 25000, 25500, 26000, 26500, 27000, 27500, 28000, 28500, 29000, 29500, 30000, 30500, 31000, 31500, 32000, 32500, 33000, 33500, 34000, 34500, 35000, 35500, 36000, 36500, 37000, 37500, 38000, 38500, 39000, 39500, 40000, 40500, 41000, 41500, 42000, 42500, 43000, 43500, 44000, 44500, 45000, 45500, 46000, 46500, 47000, 47500, 48000, 48500, 49000, 49500, 50000, 50500, 51000, 51500, 52000, 52500, 53000, 53500, 54000, 54500, 55000, 55500, 56000, 56500, 57000, 57500, 58000, 58500, 59000, 59500, 60000
6102.0, 6100.0, 6098.0, 6095.0, 6092.0, 6031.0, 6013.0, 5980.0, 5956.0, 5922.0, 5896.0, 5867.0, 5832.0, 5799.0, 5736.0, 5657.0, 5556.0, 5493.0, 5450.0, 5401.0, 5264.0, 5165.0, 5113.0, 5034.0, 4932.0, 4868.0, 4796.0, 4722.0, 4604.0, 4557.0, 4502.0, 4430.0, 4327.0, 4270.0, 4145.0, 4102.0, 4080.0, 4047.0, 3938.0, 3875.0, 3853.0, 3815.0, 3702.0, 3666.0, 3599.0, 3576.0, 3480.0, 3386.0, 3341.0, 3294.0, 3225.0, 3117.0, 3097.0, 3051.0, 2905.0, 2823.0, 2768.0, 2768.0, 2686.0, 2555.0, 2548.0, 2471.0, 2417.0, 2393.0, 2339.0, 2239.0, 2180.0, 2143.0, 2148.0, 2014.0, 1867.0, 1770.0, 1745.0, 1702.0, 1620.0, 1579.0, 1535.0, 1488.0, 1469.0, 1397.0, 1354.0, 1208.0, 1214.0, 1022.0, 952.0, 917.0, 855.0, 685.0, 662.0, 658.0, 637.0, 546.0, 470.0, 456.0, 411.0, 370.0, 352.0, 332.0, 316.0, 287.0, 265.0, 241.0, 242.0, 223.0, 209.0, 198.0, 167.0, 154.0, 143.0, 138.0, 125.0, 112.0, 105.0, 93.0, 86.0, 71.0, 44.0, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 3.0, 4.0, 5.0, 27.0, 31.0, 45.0, 63.0, 66.0, 73.0, 77.0, 86.0, 119.0, 140.0, 150.0, 183.0, 230.0, 238.0, 310.0, 409.0, 473.0, 515.0, 588.0, 624.0, 653.0, 678.0, 714.0, 751.0, 785.0, 908.0, 985.0, 1071.0, 1112.0, 1201.0, 1223.0, 1237.0, 1271.0, 1304.0, 1318.0, 1318.0, 1320.0, 1321.0, 1331.0, 1339.0, 1366.0, 1393.0, 1416.0, 1444.0, 1483.0, 1524.0, 1559.0, 1700.0, 1699.0, 2007.0, 2195.0, 2228.0, 2234.0, 2236.0, 2239.0, 2249.0, 2262.0, 2273.0, 2296.0, 2293.0, 2328.0, 2409.0, 2438.0, 2464.0, 2577.0, 2992.0, 3032.0, 3062.0, 3073.0, 3081.0, 3114.0, 3117.0, 3121.0, 3120.0, 3146.0, 3188.0, 3205.0, 3227.0, 3238.0, 3292.0, 3394.0, 3394.0, 3402.0, 3405.0, 3434.0, 3497.0, 3521.0, 3542.0, 3559.0, 3561.0, 3572.0, 3645.0, 3927.0, 3927.0, 3942.0, 3967.0, 4093.0, 4264.0, 4304.0, 4308.0, 4312.0, 4315.0, 4315.0, 4321.0, 4326.0, 4340.0, 4350.0, 4359.0, 4372.0, 4381.0
0.0, 0.0, 0.0, 1.0, 3.0, 3.0, 47.0, 55.0, 59.0, 59.0, 77.0, 92.0, 102.0, 124.0, 128.0, 133.0, 136.0, 143.0, 145.0, 146.0, 146.0, 146.0, 146.0, 146.0, 151.0, 161.0, 169.0, 184.0, 192.0, 221.0, 233.0, 248.0, 262.0, 275.0, 287.0, 436.0, 474.0, 509.0, 517.0, 545.0, 553.0, 554.0, 555.0, 555.0, 555.0, 555.0, 555.0, 555.0, 555.0, 555.0, 555.0, 555.0, 555.0, 556.0, 558.0, 559.0, 560.0, 622.0, 622.0, 801.0, 851.0, 858.0, 859.0, 879.0, 881.0, 883.0, 883.0, 883.0, 885.0, 885.0, 885.0, 886.0, 887.0, 889.0, 896.0, 1153.0, 1201.0, 1226.0, 1228.0, 1229.0, 1232.0, 1233.0, 1234.0, 1234.0, 1234.0, 1234.0, 1234.0, 1236.0, 1236.0, 1236.0, 1237.0, 1237.0, 1237.0, 1239.0, 1240.0, 1240.0, 1244.0, 1245.0, 1245.0, 1247.0, 1247.0, 1264.0, 1336.0, 1336.0, 1346.0, 1367.0, 1452.0, 1549.0, 1573.0, 1579.0, 1581.0, 1581.0, 1582.0, 1583.0, 1584.0, 1585.0, 1586.0, 1586.0, 1598.0, 1616.0
0.0, 2.0, 4.0, 6.0, 7.0, 67.0, 39.0, 64.0, 83.0, 116.0, 102.0, 112.0, 123.0, 116.0, 172.0, 239.0, 333.0, 380.0, 388.0, 415.0, 542.0, 608.0, 613.0, 684.0, 709.0, 664.0, 664.0, 681.0, 718.0, 700.0, 714.0, 746.0, 799.0, 806.0, 885.0, 656.0, 563.0, 475.0, 535.0, 481.0, 473.0, 496.0, 574.0, 577.0, 630.0, 653.0, 747.0, 840.0, 875.0, 914.0, 956.0, 1037.0, 1034.0, 1051.0, 1156.0, 1196.0, 1215.0, 1012.0, 1095.0, 739.0, 508.0, 545.0, 592.0, 594.0, 643.0, 731.0, 777.0, 803.0, 773.0, 910.0, 1022.0, 1037.0, 1032.0, 1047.0, 1009.0, 378.0, 334.0, 326.0, 332.0, 395.0, 402.0, 544.0, 533.0, 726.0, 770.0, 763.0, 808.0, 954.0, 966.0, 916.0, 834.0, 925.0, 993.0, 1002.0, 1017.0, 995.0, 985.0, 983.0, 982.0, 1007.0, 1018.0, 952.0, 597.0, 616.0, 605.0, 570.0, 390.0, 135.0, 82.0, 77.0, 84.0, 94.0, 100.0, 105.0, 106.0, 106.0, 122.0, 155.0, 132.0, 105.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
