0, 1000, 1500, 2000, 2500, 3000, 4000, 4500, 5000, 5500, 6000, 6500, 7500, 8000, 8500, 9000, 9500, 10000, 10500, 11000, 11500, 12000, 12500, 13000, 13500, 14000, 14500, 15000, 15500, 16000, 16500, 17000, 17500, 18000, 18500, 19000, 19500, 20000, 20500, 21000, 21500, 22000, 22500, 23000, 23500, 24000, 24500, 25000, 25500, 26000, 26500, 27000, 27500, 28000, 28500, 29000, 29500, 30000, 30500, 31000, 31500, 32000, 32500, 33000, 33500, 34000, 34500, 35000, 35500, 36000, 36500, 37000, 37500, 38000, 38500, 39000, 39500, 40000, 41000, 41500, 42000, 42500, 43000, 43500, 44000, 44500, 45000, 45500, 46000, 46500, 47000, 47500, 48000, 48500, 49000, 49500, 50000, 50500, 51000, 51500, 52000, 52500, 53000, 53500, 54000, 54500, 55000, 55500, 56000, 56500, 57000, 57500, 58000, 58500, 59000, 59500, 60000
466.0, 463.0, 457.0, 453.0, 451.0, 449.0, 438.0, 432.0, 427.0, 427.0, 427.0, 423.0, 419.0, 416.0, 415.0, 417.0, 405.0, 402.0, 394.0, 391.0, 387.0, 383.0, 376.0, 370.0, 365.0, 359.0, 353.0, 345.0, 338.0, 330.0, 323.0, 319.0, 309.0, 299.0, 299.0, 298.0, 295.0, 294.0, 284.0, 282.0, 279.0, 273.0, 271.0, 270.0, 267.0, 265.0, 252.0, 244.0, 237.0, 225.0, 222.0, 215.0, 213.0, 207.0, 200.0, 198.0, 196.0, 192.0, 191.0, 185.0, 179.0, 176.0, 172.0, 158.0, 151.0, 138.0, 135.0, 131.0, 117.0, 109.0, 107.0, 103.0, 98.0, 94.0, 89.0, 86.0, 85.0, 83.0, 78.0, 73.0, 71.0, 72.0, 66.0, 65.0, 57.0, 56.0, 48.0, 46.0, 47.0, 43.0, 47.0, 38.0, 37.0, 35.0, 31.0, 31.0, 31.0, 32.0, 29.0, 21.0, 21.0, 20.0, 20.0, 17.0, 12.0, 12.0, 11.0, 7.0, 4.0, 4.0, 4.0, 4.0, 3.0, 1.0, 1.0, 0.0, 0.0
0.0, 0.0, 0.0, 3.0, 4.0, 4.0, 4.0, 4.0, 6.0, 12.0, 17.0, 17.0, 17.0, 17.0, 20.0, 19.0, 20.0, 21.0, 29.0, 30.0, 38.0, 39.0, 38.0, 39.0, 39.0, 39.0, 39.0, 41.0, 43.0, 46.0, 46.0, 47.0, 51.0, 52.0, 54.0, 56.0, 56.0, 76.0, 104.0, 103.0, 103.0, 104.0, 105.0, 106.0, 108.0, 107.0, 107.0, 109.0, 110.0, 126.0, 131.0, 137.0, 142.0, 144.0, 145.0, 152.0, 155.0, 158.0, 159.0, 159.0, 162.0, 161.0, 160.0, 164.0, 164.0, 166.0, 170.0, 170.0, 175.0, 177.0, 181.0, 191.0, 193.0, 197.0, 203.0, 210.0, 212.0, 216.0, 226.0, 226.0, 227.0, 227.0, 232.0, 231.0, 232.0, 234.0, 236.0, 238.0, 236.0, 238.0, 238.0, 278.0, 277.0, 277.0, 278.0, 286.0, 290.0, 291.0, 299.0, 315.0, 332.0, 332.0, 331.0, 330.0, 330.0, 330.0, 331.0, 333.0, 334.0, 334.0, 334.0, 338.0, 338.0, 339.0, 339.0, 339.0, 342.0
0.0, 0.0, 0.0, 3.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 18.0, 21.0, 23.0, 23.0, 23.0, 23.0, 23.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 28.0, 35.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 37.0, 41.0, 49.0, 49.0, 51.0, 51.0, 51.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 54.0, 56.0, 56.0, 56.0, 57.0, 70.0, 72.0, 74.0, 81.0, 88.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 100.0, 100.0, 101.0, 101.0, 101.0
0.0, 3.0, 9.0, 7.0, 5.0, 7.0, 18.0, 24.0, 27.0, 19.0, 14.0, 18.0, 21.0, 24.0, 22.0, 21.0, 32.0, 34.0, 33.0, 27.0, 20.0, 21.0, 29.0, 34.0, 39.0, 45.0, 50.0, 56.0, 61.0, 66.0, 73.0, 76.0, 82.0, 91.0, 89.0, 88.0, 91.0, 68.0, 43.0, 45.0, 48.0, 53.0, 54.0, 54.0, 55.0, 58.0, 71.0, 76.0, 78.0, 66.0, 64.0, 63.0, 60.0, 64.0, 69.0, 64.0, 63.0, 64.0, 64.0, 70.0, 73.0, 77.0, 82.0, 92.0, 99.0, 110.0, 109.0, 113.0, 122.0, 128.0, 126.0, 120.0, 123.0, 123.0, 122.0, 118.0, 117.0, 115.0, 110.0, 115.0, 116.0, 114.0, 115.0, 117.0, 124.0, 123.0, 129.0, 129.0, 130.0, 132.0, 127.0, 94.0, 96.0, 98.0, 100.0, 79.0, 73.0, 69.0, 57.0, 42.0, 14.0, 15.0, 16.0, 20.0, 25.0, 25.0, 25.0, 27.0, 29.0, 29.0, 29.0, 25.0, 25.0, 26.0, 25.0, 26.0, 23.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
