0, 500, 1000, 1500, 2000, 2500, 3000, 3500, 4000, 4500, 5000, 5500, 6000, 6500, 7000, 7500, 8000, 8500, 9000, 9500, 10000, 10500, 11000, 11500, 12000, 12500, 13000, 13500, 14000, 14500, 15000, 15500, 16000, 16500, 17000, 17500, 18000, 18500, 19000, 19500, 20000, 20500, 21000, 21500, 22000, 22500, 23000, 23500, 24000, 24500, 25000, 25500, 26000, 26500, 27000, 27500, 28000, 28500, 29000, 29500, 30000, 30500, 31000, 31500, 32000, 32500, 33000, 33500, 34000, 34500, 35000, 35500, 36000, 36500, 37000, 37500, 38000, 38500, 39000, 39500, 40000, 40500, 41000, 41500, 42000, 42500, 43000, 43500, 44000, 44500, 45000, 45500, 46000, 46500, 47000, 47500, 48000, 48500, 49000, 49500, 50000, 50500, 51000, 51500, 52000, 52500, 53000, 53500, 54000, 54500, 55000, 55500, 56000, 56500, 57000, 57500, 58000, 58500, 59000, 59500, 60000, 60500
4597.0, 4594.0, 4591.0, 4590.0, 4587.0, 4586.0, 4581.0, 4581.0, 4578.0, 4578.0, 4577.0, 4575.0, 4570.0, 4565.0, 4563.0, 4553.0, 4553.0, 4551.0, 4545.0, 4541.0, 4535.0, 4532.0, 4531.0, 4528.0, 4526.0, 4526.0, 4522.0, 4521.0, 4519.0, 4517.0, 4517.0, 4517.0, 4514.0, 4513.0, 4513.0, 4508.0, 4506.0, 4505.0, 4504.0, 4504.0, 4499.0, 4497.0, 4497.0, 4494.0, 4490.0, 4485.0, 4481.0, 4479.0, 4476.0, 4474.0, 4473.0, 4473.0, 4410.0, 4279.0, 4186.0, 4080.0, 3979.0, 3875.0, 3774.0, 3739.0, 3692.0, 3477.0, 3377.0, 3345.0, 3322.0, 3181.0, 3063.0, 3026.0, 3000.0, 2936.0, 2859.0, 2793.0, 2763.0, 2737.0, 2701.0, 2640.0, 2616.0, 2546.0, 2445.0, 2370.0, 2290.0, 2247.0, 2209.0, 2099.0, 2021.0, 1995.0, 1977.0, 1947.0, 1888.0, 1851.0, 1766.0, 1677.0, 1599.0, 1524.0, 1478.0, 1447.0, 1420.0, 1369.0, 1324.0, 1218.0, 1106.0, 1050.0, 996.0, 934.0, 870.0, 751.0, 706.0, 606.0, 473.0, 406.0, 390.0, 330.0, 270.0, 226.0, 205.0, 178.0, 152.0, 98.0, 35.0, 2.0, 0.0, 0.0
0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 6.0, 6.0, 6.0, 8.0, 9.0, 11.0, 18.0, 18.0, 18.0, 18.0, 19.0, 20.0, 27.0, 29.0, 31.0, 32.0, 36.0, 42.0, 43.0, 44.0, 46.0, 46.0, 47.0, 47.0, 47.0, 48.0, 50.0, 52.0, 54.0, 54.0, 54.0, 54.0, 53.0, 52.0, 53.0, 55.0, 56.0, 56.0, 57.0, 58.0, 59.0, 61.0, 61.0, 64.0, 72.0, 75.0, 86.0, 105.0, 157.0, 224.0, 238.0, 244.0, 252.0, 255.0, 320.0, 325.0, 333.0, 334.0, 365.0, 457.0, 479.0, 502.0, 621.0, 762.0, 856.0, 870.0, 873.0, 887.0, 901.0, 910.0, 926.0, 1000.0, 1006.0, 1009.0, 1018.0, 1025.0, 1057.0, 1207.0, 1246.0, 1250.0, 1252.0, 1273.0, 1285.0, 1292.0, 1302.0, 1338.0, 1529.0, 1572.0, 1620.0, 1636.0, 1664.0, 1705.0, 1720.0, 1727.0, 1735.0, 1748.0, 1895.0, 1935.0, 2010.0, 2030.0, 2057.0, 2112.0, 2202.0, 2288.0, 2336.0, 2384.0, 2387.0, 2393.0, 2411.0, 2419.0, 2422.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 11.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 15.0, 15.0, 15.0, 15.0, 17.0, 26.0, 29.0, 31.0, 31.0, 31.0, 31.0, 34.0, 35.0, 35.0, 35.0, 35.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 39.0, 39.0, 39.0, 40.0, 40.0, 49.0, 72.0, 169.0, 208.0, 226.0, 258.0, 260.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 262.0, 263.0, 263.0, 263.0, 263.0, 263.0, 263.0, 263.0, 265.0, 265.0, 265.0, 265.0, 265.0, 265.0, 266.0, 267.0, 267.0, 267.0, 267.0, 267.0, 267.0, 267.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 268.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0, 269.0
0.0, 3.0, 6.0, 6.0, 9.0, 9.0, 14.0, 14.0, 17.0, 12.0, 4.0, 3.0, 8.0, 13.0, 13.0, 22.0, 20.0, 15.0, 21.0, 25.0, 31.0, 33.0, 33.0, 27.0, 27.0, 25.0, 28.0, 23.0, 10.0, 8.0, 5.0, 3.0, 6.0, 6.0, 3.0, 7.0, 8.0, 7.0, 6.0, 1.0, 6.0, 8.0, 8.0, 12.0, 17.0, 21.0, 23.0, 24.0, 27.0, 28.0, 27.0, 26.0, 87.0, 217.0, 307.0, 396.0, 471.0, 467.0, 510.0, 475.0, 423.0, 622.0, 714.0, 738.0, 758.0, 834.0, 947.0, 976.0, 1001.0, 1034.0, 1019.0, 1063.0, 1070.0, 977.0, 872.0, 838.0, 848.0, 915.0, 1002.0, 1063.0, 1134.0, 1161.0, 1123.0, 1227.0, 1302.0, 1319.0, 1330.0, 1328.0, 1236.0, 1233.0, 1314.0, 1401.0, 1458.0, 1521.0, 1560.0, 1581.0, 1571.0, 1431.0, 1433.0, 1491.0, 1587.0, 1615.0, 1628.0, 1675.0, 1732.0, 1843.0, 1875.0, 1828.0, 1921.0, 1913.0, 1909.0, 1941.0, 1946.0, 1900.0, 1835.0, 1814.0, 1792.0, 1843.0, 1900.0, 1915.0, 1909.0, 1906.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3
