0, 500, 1000, 1500, 2000, 2500, 3000, 3500, 4000, 4500, 5000, 5500, 6000, 6500, 7000, 7500, 8000, 8500, 9000, 9500, 10000, 10500, 11000, 11500, 12000, 12500, 13000, 13500, 14000, 14500, 15000, 15500, 16000, 16500, 17000, 17500, 18000, 18500, 19000, 19500, 20000, 20500, 21000, 21500, 22000, 22500, 23000, 23500, 24000, 24500, 25000, 25500, 26000, 26500, 27000, 27500, 28000, 28500, 29000, 29500, 30000, 30500, 31000, 31500, 32000, 32500, 33000, 33500, 34000, 34500, 35000, 35500, 36000, 36500, 37000, 37500, 38000, 38500, 39000, 39500, 40000, 40500, 41000, 41500, 42000, 42500, 43000, 43500, 44000, 44500, 45000, 45500, 46000, 46500, 47000, 47500, 48000, 48500, 49000, 49500, 50000, 50500, 51000, 51500, 52000, 52500, 53000, 53500, 54000, 54500, 55000, 55500, 56000, 56500, 57000, 57500, 58000, 58500, 59000, 59500, 60000, 60500
406.0, 402.0, 398.0, 395.0, 395.0, 392.0, 388.0, 388.0, 386.0, 382.0, 377.0, 373.0, 371.0, 369.0, 363.0, 362.0, 360.0, 354.0, 351.0, 344.0, 337.0, 334.0, 331.0, 330.0, 327.0, 317.0, 316.0, 314.0, 310.0, 308.0, 304.0, 304.0, 296.0, 293.0, 290.0, 284.0, 278.0, 276.0, 275.0, 271.0, 271.0, 270.0, 264.0, 255.0, 255.0, 254.0, 252.0, 243.0, 237.0, 231.0, 227.0, 227.0, 223.0, 223.0, 218.0, 205.0, 201.0, 195.0, 193.0, 187.0, 183.0, 177.0, 178.0, 166.0, 164.0, 156.0, 155.0, 151.0, 147.0, 146.0, 137.0, 131.0, 129.0, 125.0, 128.0, 120.0, 116.0, 111.0, 108.0, 105.0, 103.0, 102.0, 102.0, 95.0, 92.0, 90.0, 88.0, 88.0, 88.0, 84.0, 75.0, 75.0, 75.0, 73.0, 69.0, 69.0, 68.0, 61.0, 60.0, 55.0, 54.0, 51.0, 47.0, 45.0, 41.0, 42.0, 34.0, 29.0, 25.0, 21.0, 13.0, 10.0, 10.0, 5.0, 9.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 8.0, 11.0, 13.0, 14.0, 15.0, 16.0, 18.0, 20.0, 20.0, 20.0, 23.0, 32.0, 32.0, 33.0, 33.0, 33.0, 35.0, 43.0, 43.0, 47.0, 47.0, 47.0, 47.0, 48.0, 50.0, 52.0, 54.0, 55.0, 57.0, 55.0, 56.0, 92.0, 92.0, 93.0, 93.0, 100.0, 103.0, 102.0, 102.0, 102.0, 103.0, 104.0, 105.0, 104.0, 104.0, 105.0, 107.0, 107.0, 106.0, 109.0, 110.0, 110.0, 111.0, 111.0, 112.0, 112.0, 112.0, 111.0, 117.0, 125.0, 138.0, 145.0, 143.0, 143.0, 145.0, 147.0, 149.0, 149.0, 150.0, 155.0, 157.0, 156.0, 158.0, 158.0, 158.0, 158.0, 164.0, 163.0, 164.0, 186.0, 200.0, 207.0, 221.0, 223.0, 226.0, 226.0, 227.0, 227.0, 227.0, 227.0, 230.0, 230.0, 230.0, 227.0, 226.0, 227.0, 233.0, 235.0, 235.0, 237.0, 250.0, 251.0, 246.0, 251.0, 253.0, 254.0, 254.0, 256.0, 258.0, 258.0
0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 29.0, 44.0, 55.0, 65.0, 71.0, 72.0, 72.0, 75.0, 76.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 78.0, 78.0, 78.0, 78.0, 79.0, 81.0, 83.0, 83.0, 83.0, 84.0, 86.0, 87.0, 87.0, 87.0, 87.0
0.0, 4.0, 7.0, 10.0, 9.0, 12.0, 16.0, 16.0, 18.0, 22.0, 27.0, 26.0, 26.0, 25.0, 29.0, 29.0, 30.0, 35.0, 36.0, 41.0, 48.0, 51.0, 51.0, 42.0, 45.0, 54.0, 55.0, 57.0, 59.0, 53.0, 57.0, 53.0, 61.0, 64.0, 67.0, 72.0, 76.0, 76.0, 74.0, 77.0, 75.0, 78.0, 83.0, 55.0, 55.0, 55.0, 57.0, 59.0, 62.0, 69.0, 73.0, 73.0, 76.0, 75.0, 79.0, 93.0, 97.0, 101.0, 101.0, 107.0, 112.0, 115.0, 113.0, 125.0, 125.0, 133.0, 133.0, 137.0, 141.0, 143.0, 146.0, 143.0, 131.0, 127.0, 126.0, 134.0, 136.0, 139.0, 140.0, 143.0, 144.0, 140.0, 138.0, 146.0, 147.0, 149.0, 151.0, 151.0, 145.0, 150.0, 157.0, 116.0, 87.0, 71.0, 51.0, 43.0, 40.0, 47.0, 44.0, 48.0, 48.0, 51.0, 52.0, 54.0, 58.0, 60.0, 69.0, 72.0, 70.0, 72.0, 80.0, 80.0, 65.0, 67.0, 68.0, 68.0, 69.0, 66.0, 65.0, 63.0, 61.0, 61.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
